timestamp,bin_id,fill_pct,status,confidence
2026-08-06T02:10:17,1,0.0,EMPTY,1.0
2026-08-06T02:10:17,1,0.0,EMPTY,1.0
2026-08-06T02:10:17,2,7.6,EMPTY,1.0
2026-08-06T02:10:17,1,6.1,EMPTY,1.0
2026-08-06T02:10:17,2,7.6,EMPTY,1.0
2026-08-06T02:10:18,1,9.3,EMPTY,1.0
2026-08-06T02:10:18,2,7.9,EMPTY,1.0
2026-08-06T02:10:18,1,11.4,EMPTY,1.0
2026-08-06T02:10:18,2,8.0,EMPTY,1.0
2026-08-06T02:10:18,1,15.3,EMPTY,1.0
2026-08-06T02:10:18,2,8.1,EMPTY,1.0
2026-08-06T02:10:18,1,19.2,EMPTY,1.0
2026-08-06T02:10:19,2,8.3,EMPTY,1.0
2026-08-06T02:10:19,1,19.5,EMPTY,1.0
2026-08-06T02:10:19,2,8.4,EMPTY,1.0
2026-08-06T02:10:19,1,19.6,EMPTY,1.0
2026-08-06T02:10:19,2,8.3,EMPTY,1.0
2026-08-06T02:10:19,1,19.7,EMPTY,1.0
2026-08-06T02:10:19,2,8.3,EMPTY,1.0
2026-08-06T02:10:19,1,21.4,LOW,1.0
2026-08-06T02:10:20,2,8.2,EMPTY,1.0
2026-08-06T02:10:20,1,21.6,LOW,1.0
2026-08-06T02:10:20,2,8.0,EMPTY,1.0
2026-08-06T02:10:20,1,23.5,LOW,1.0
2026-08-06T02:10:20,2,8.0,EMPTY,1.0
2026-08-06T02:10:20,1,26.3,LOW,1.0
2026-08-06T02:10:21,3,0.0,EMPTY,0.39
2026-08-06T02:10:21,2,7.8,EMPTY,1.0
2026-08-06T02:10:21,1,28.7,LOW,1.0
2026-08-06T02:10:21,3,0.0,EMPTY,0.38
2026-08-06T02:10:21,2,7.9,EMPTY,1.0
2026-08-06T02:10:21,1,27.4,LOW,1.0
2026-08-06T02:10:21,2,7.9,EMPTY,1.0
2026-08-06T02:10:21,1,30.0,LOW,1.0
2026-08-06T02:10:22,4,0.0,EMPTY,0.55
2026-08-06T02:10:22,2,8.2,EMPTY,1.0
2026-08-06T02:10:22,1,30.8,LOW,1.0
2026-08-06T02:10:22,4,0.0,EMPTY,0.5
2026-08-06T02:10:22,2,8.1,EMPTY,1.0
2026-08-06T02:10:22,1,31.1,LOW,1.0
