timestamp,bin_id,fill_pct,status,confidence
2026-08-12T19:46:31,12,49.1,MEDIUM,0.72
2026-08-12T19:46:31,10,40.8,FULL,1.0
2026-08-12T19:46:31,5,9.4,EMPTY,1.0
2026-08-12T19:46:31,11,26.4,LOW,0.98
2026-08-12T19:46:31,13,77.2,NEARLY FULL,0.77
2026-08-12T19:46:31,5,12.7,EMPTY,1.0
2026-08-12T19:46:31,13,62.1,NEARLY FULL,0.93
2026-08-12T19:46:31,5,16.4,EMPTY,1.0
2026-08-12T19:46:32,13,54.5,MEDIUM,1.0
2026-08-12T19:46:32,5,15.8,EMPTY,1.0
2026-08-12T19:46:32,13,50.9,MEDIUM,1.0
2026-08-12T19:46:32,5,12.3,EMPTY,1.0
2026-08-12T19:46:32,13,55.3,MEDIUM,1.0
2026-08-12T19:46:32,5,9.5,EMPTY,1.0
2026-08-12T19:46:32,13,54.5,MEDIUM,1.0
2026-08-12T19:46:32,5,10.1,EMPTY,1.0
2026-08-12T19:46:32,13,57.4,MEDIUM,1.0
2026-08-12T19:46:32,5,7.3,EMPTY,1.0
2026-08-12T19:46:33,13,61.9,NEARLY FULL,1.0
2026-08-12T19:46:33,5,8.3,EMPTY,1.0
2026-08-12T19:46:33,13,68.1,NEARLY FULL,1.0
2026-08-12T19:46:33,5,12.4,EMPTY,1.0
2026-08-12T19:46:33,13,67.6,NEARLY FULL,1.0
2026-08-12T19:46:33,5,13.8,EMPTY,1.0
2026-08-12T19:46:33,13,68.0,NEARLY FULL,1.0
2026-08-12T19:46:33,5,13.8,EMPTY,1.0
2026-08-12T19:46:33,13,70.6,NEARLY FULL,1.0
2026-08-12T19:46:34,5,16.0,EMPTY,1.0
2026-08-12T19:46:34,13,73.1,NEARLY FULL,1.0
2026-08-12T19:46:34,5,20.2,FULL,1.0
2026-08-12T19:46:34,13,70.1,NEARLY FULL,1.0
2026-08-12T19:46:34,5,16.4,EMPTY,1.0
2026-08-12T19:46:34,13,67.2,NEARLY FULL,1.0
2026-08-12T19:46:34,5,18.4,EMPTY,1.0
2026-08-12T19:46:34,13,67.1,NEARLY FULL,1.0
2026-08-12T19:46:34,5,17.9,EMPTY,1.0
2026-08-12T19:46:35,13,66.9,NEARLY FULL,1.0
2026-08-12T19:46:35,5,18.4,EMPTY,1.0
2026-08-12T19:46:35,13,66.9,NEARLY FULL,1.0
2026-08-12T19:46:35,5,17.0,EMPTY,1.0
2026-08-12T19:46:35,13,70.7,NEARLY FULL,1.0
2026-08-12T19:46:35,5,20.9,FULL,1.0
2026-08-12T19:46:35,13,74.3,NEARLY FULL,1.0
2026-08-12T19:46:35,5,22.5,LOW,1.0
2026-08-12T19:46:35,13,69.3,NEARLY FULL,0.97
2026-08-12T19:46:35,5,23.9,LOW,1.0
2026-08-12T19:46:36,14,48.4,MEDIUM,0.96
2026-08-12T19:46:36,15,47.8,MEDIUM,0.8
2026-08-12T19:46:36,16,46.9,MEDIUM,0.88
2026-08-12T19:46:36,5,25.8,LOW,1.0
2026-08-12T19:46:36,14,48.1,MEDIUM,1.0
2026-08-12T19:46:36,16,47.0,MEDIUM,0.84
2026-08-12T19:46:36,5,24.0,LOW,1.0
2026-08-12T19:46:36,16,47.5,MEDIUM,1.0
2026-08-12T19:46:36,5,21.3,LOW,1.0
2026-08-12T19:46:37,16,48.8,MEDIUM,0.98
2026-08-12T19:46:37,5,17.0,EMPTY,1.0
2026-08-12T19:46:37,16,50.8,MEDIUM,1.0
2026-08-12T19:46:37,17,46.9,MEDIUM,1.0
2026-08-12T19:46:37,5,14.5,EMPTY,1.0
2026-08-12T19:46:37,17,39.3,LOW,1.0
2026-08-12T19:46:37,5,10.8,EMPTY,1.0
2026-08-12T19:46:37,17,26.3,LOW,1.0
2026-08-12T19:46:37,5,15.8,EMPTY,1.0
2026-08-12T19:46:37,5,21.0,FULL,1.0
2026-08-12T19:46:37,18,41.2,MEDIUM,1.0
2026-08-12T19:46:38,5,26.5,LOW,1.0
2026-08-12T19:46:38,18,41.0,FULL,1.0
2026-08-12T19:46:38,5,31.1,LOW,1.0
2026-08-12T19:46:38,18,39.1,LOW,1.0
2026-08-12T19:46:38,5,35.3,LOW,1.0
2026-08-12T19:46:38,18,39.8,LOW,1.0
2026-08-12T19:46:38,5,35.4,LOW,1.0
2026-08-12T19:46:38,5,32.4,LOW,1.0
2026-08-12T19:46:38,5,32.3,LOW,1.0
2026-08-12T19:46:38,5,30.7,LOW,1.0
2026-08-12T19:46:38,5,30.8,LOW,1.0
2026-08-12T19:46:38,5,30.7,LOW,1.0
2026-08-12T19:46:39,5,34.2,LOW,1.0
2026-08-12T19:46:39,5,34.9,LOW,1.0
2026-08-12T19:46:39,19,40.1,FULL,1.0
2026-08-12T19:46:39,5,36.4,LOW,1.0
2026-08-12T19:46:39,5,36.4,LOW,1.0
2026-08-12T19:46:39,20,40.0,LOW,1.0
2026-08-12T19:46:39,5,35.8,LOW,1.0
2026-08-12T19:46:39,20,39.8,LOW,1.0
2026-08-12T19:46:39,5,35.6,LOW,1.0
2026-08-12T19:46:39,20,40.2,FULL,1.0
2026-08-12T19:46:39,5,35.7,LOW,1.0
2026-08-12T19:46:40,20,39.2,LOW,1.0
2026-08-12T19:46:40,5,35.8,LOW,1.0
2026-08-12T19:46:40,20,38.7,LOW,1.0
2026-08-12T19:46:40,5,36.0,LOW,1.0
2026-08-12T19:46:40,20,37.9,LOW,1.0
2026-08-12T19:46:40,5,36.9,LOW,1.0
2026-08-12T19:46:40,20,37.0,LOW,1.0
2026-08-12T19:46:40,5,36.9,LOW,1.0
2026-08-12T19:46:40,20,35.9,LOW,1.0
2026-08-12T19:46:40,5,37.1,LOW,1.0
2026-08-12T19:46:40,20,35.6,LOW,1.0
2026-08-12T19:46:40,5,37.2,LOW,1.0
2026-08-12T19:46:41,20,35.5,LOW,1.0
2026-08-12T19:46:41,5,37.1,LOW,1.0
2026-08-12T19:46:41,20,35.5,LOW,1.0
2026-08-12T19:46:41,5,37.0,LOW,1.0
2026-08-12T19:46:41,20,36.7,LOW,1.0
2026-08-12T19:46:41,5,37.0,LOW,1.0
2026-08-12T19:46:41,20,37.0,LOW,1.0
2026-08-12T19:46:41,5,36.9,LOW,1.0
2026-08-12T19:46:41,20,37.4,LOW,1.0
2026-08-12T19:46:41,5,36.8,LOW,1.0
2026-08-12T19:46:41,20,37.2,LOW,1.0
2026-08-12T19:46:41,5,36.9,LOW,1.0
2026-08-12T19:46:42,20,38.5,LOW,1.0
2026-08-12T19:46:42,5,36.9,LOW,1.0
2026-08-12T19:46:42,20,37.5,LOW,1.0
2026-08-12T19:46:42,5,37.0,LOW,1.0
2026-08-12T19:46:42,20,37.4,LOW,1.0
2026-08-12T19:46:42,5,36.7,LOW,1.0
2026-08-12T19:46:42,20,38.3,LOW,1.0
2026-08-12T19:46:42,5,36.5,LOW,1.0
2026-08-12T19:46:42,20,39.5,LOW,1.0
2026-08-12T19:46:42,5,36.5,LOW,1.0
2026-08-12T19:46:42,20,39.7,LOW,1.0
2026-08-12T19:46:42,5,36.5,LOW,1.0
2026-08-12T19:46:43,20,39.4,LOW,1.0
2026-08-12T19:46:43,5,36.5,LOW,1.0
2026-08-12T19:46:43,20,40.5,FULL,1.0
2026-08-12T19:46:43,5,36.8,LOW,1.0
2026-08-12T19:46:43,20,39.4,LOW,1.0
2026-08-12T19:46:43,5,37.0,LOW,1.0
2026-08-12T19:46:43,20,39.7,LOW,1.0
2026-08-12T19:46:43,5,37.0,LOW,1.0
2026-08-12T19:46:43,20,38.6,LOW,1.0
2026-08-12T19:46:43,5,37.0,LOW,1.0
2026-08-12T19:46:43,20,38.6,LOW,1.0
2026-08-12T19:46:43,5,37.0,LOW,1.0
2026-08-12T19:46:44,20,37.6,LOW,1.0
2026-08-12T19:46:44,5,36.8,LOW,1.0
2026-08-12T19:46:44,20,37.7,LOW,1.0
2026-08-12T19:46:44,5,36.7,LOW,1.0
2026-08-12T19:46:44,20,36.4,LOW,1.0
2026-08-12T19:46:44,5,36.8,LOW,1.0
2026-08-12T19:46:44,20,36.3,LOW,1.0
2026-08-12T19:46:44,5,36.7,LOW,1.0
2026-08-12T19:46:44,20,36.4,LOW,1.0
2026-08-12T19:46:44,5,36.7,LOW,1.0
2026-08-12T19:46:44,20,36.6,LOW,1.0
2026-08-12T19:46:45,5,36.8,LOW,1.0
2026-08-12T19:46:45,20,36.7,LOW,1.0
2026-08-12T19:46:45,5,36.9,LOW,1.0
2026-08-12T19:46:45,20,36.7,LOW,1.0
2026-08-12T19:46:45,5,36.9,LOW,1.0
2026-08-12T19:46:45,20,36.7,LOW,1.0
2026-08-12T19:46:45,5,36.9,LOW,1.0
2026-08-12T19:46:45,20,36.9,LOW,1.0
2026-08-12T19:46:45,5,36.9,LOW,1.0
2026-08-12T19:46:45,20,36.7,LOW,1.0
2026-08-12T19:46:45,5,37.0,LOW,1.0
2026-08-12T19:46:45,20,36.7,LOW,1.0
2026-08-12T19:46:45,5,36.7,LOW,1.0
2026-08-12T19:46:46,20,36.8,LOW,1.0
2026-08-12T19:46:46,5,36.7,LOW,1.0
2026-08-12T19:46:46,20,36.8,LOW,1.0
2026-08-12T19:46:46,5,36.6,LOW,1.0
2026-08-12T19:46:46,20,36.7,LOW,1.0
2026-08-12T19:46:46,5,36.5,LOW,1.0
2026-08-12T19:46:46,20,36.8,LOW,1.0
2026-08-12T19:46:46,5,36.5,LOW,1.0
2026-08-12T19:46:46,20,36.9,LOW,1.0
2026-08-12T19:46:46,5,36.8,LOW,1.0
2026-08-12T19:46:46,20,36.8,LOW,1.0
2026-08-12T19:46:46,5,36.9,LOW,1.0
2026-08-12T19:46:47,20,36.8,LOW,1.0
2026-08-12T19:46:47,5,37.1,LOW,1.0
2026-08-12T19:46:47,20,36.8,LOW,1.0
2026-08-12T19:46:47,5,36.7,LOW,1.0
2026-08-12T19:46:47,20,37.9,LOW,1.0
2026-08-12T19:46:47,5,36.7,LOW,1.0
2026-08-12T19:46:47,20,37.9,LOW,1.0
2026-08-12T19:46:47,5,36.6,LOW,1.0
2026-08-12T19:46:47,20,37.9,LOW,1.0
2026-08-12T19:46:47,5,36.6,LOW,1.0
2026-08-12T19:46:47,20,37.9,LOW,1.0
2026-08-12T19:46:47,5,36.5,LOW,1.0
2026-08-12T19:46:48,20,37.8,LOW,1.0
2026-08-12T19:46:48,5,37.0,LOW,1.0
2026-08-12T19:46:48,20,36.8,LOW,1.0
2026-08-12T19:46:48,5,37.0,LOW,1.0
2026-08-12T19:46:48,20,37.0,LOW,1.0
2026-08-12T19:46:48,5,37.0,LOW,1.0
2026-08-12T19:46:48,20,37.1,LOW,1.0
2026-08-12T19:46:48,5,37.0,LOW,1.0
2026-08-12T19:46:48,20,37.1,LOW,1.0
2026-08-12T19:46:48,5,37.0,LOW,1.0
2026-08-12T19:46:48,20,37.0,LOW,1.0
2026-08-12T19:46:48,5,37.0,LOW,1.0
2026-08-12T19:46:49,20,36.9,LOW,1.0
2026-08-12T19:46:49,5,36.8,LOW,1.0
2026-08-12T19:46:49,20,36.9,LOW,1.0
2026-08-12T19:46:49,5,36.0,LOW,1.0
2026-08-12T19:46:49,20,36.9,LOW,1.0
2026-08-12T19:46:49,5,36.0,LOW,1.0
2026-08-12T19:46:49,5,35.8,LOW,1.0
2026-08-12T19:46:49,21,37.5,LOW,1.0
2026-08-12T19:46:49,5,35.7,LOW,1.0
2026-08-12T19:46:49,22,61.9,NEARLY FULL,1.0
2026-08-12T19:46:49,21,37.2,LOW,1.0
2026-08-12T19:46:49,5,35.9,LOW,1.0
2026-08-12T19:46:50,21,37.4,LOW,1.0
2026-08-12T19:46:50,5,36.7,LOW,1.0
2026-08-12T19:46:50,21,37.4,LOW,1.0
2026-08-12T19:46:50,5,36.7,LOW,1.0
2026-08-12T19:46:50,21,38.4,LOW,1.0
2026-08-12T19:46:50,5,36.7,LOW,1.0
2026-08-12T19:46:50,21,38.4,LOW,1.0
2026-08-12T19:46:50,5,36.8,LOW,1.0
2026-08-12T19:46:50,21,38.5,LOW,1.0
2026-08-12T19:46:50,5,36.7,LOW,1.0
2026-08-12T19:46:50,21,38.5,LOW,1.0
2026-08-12T19:46:50,5,36.6,LOW,1.0
2026-08-12T19:46:51,21,38.6,LOW,1.0
2026-08-12T19:46:51,5,36.5,LOW,1.0
2026-08-12T19:46:51,21,37.4,LOW,1.0
2026-08-12T19:46:51,5,36.3,LOW,1.0
2026-08-12T19:46:51,21,37.4,LOW,1.0
2026-08-12T19:46:51,5,36.3,LOW,1.0
2026-08-12T19:46:51,21,37.3,LOW,1.0
2026-08-12T19:46:51,5,36.3,LOW,1.0
2026-08-12T19:46:51,21,37.2,LOW,1.0
2026-08-12T19:46:51,5,36.4,LOW,1.0
2026-08-12T19:46:51,21,37.2,LOW,1.0
2026-08-12T19:46:51,5,36.4,LOW,1.0
2026-08-12T19:46:51,21,37.4,LOW,1.0
2026-08-12T19:46:52,5,36.5,LOW,1.0
2026-08-12T19:46:52,23,62.7,NEARLY FULL,1.0
2026-08-12T19:46:52,21,37.4,LOW,1.0
2026-08-12T19:46:52,5,36.6,LOW,1.0
2026-08-12T19:46:52,21,37.7,LOW,1.0
2026-08-12T19:46:52,5,36.5,LOW,1.0
2026-08-12T19:46:52,21,37.5,LOW,1.0
2026-08-12T19:46:52,5,36.5,LOW,1.0
2026-08-12T19:46:52,21,37.6,LOW,1.0
2026-08-12T19:46:52,5,36.5,LOW,1.0
2026-08-12T19:46:52,24,62.2,NEARLY FULL,1.0
2026-08-12T19:46:53,21,37.6,LOW,1.0
2026-08-12T19:46:53,5,36.8,LOW,1.0
2026-08-12T19:46:53,21,37.7,LOW,1.0
2026-08-12T19:46:53,5,36.9,LOW,1.0
2026-08-12T19:46:53,21,37.3,LOW,1.0
2026-08-12T19:46:53,5,36.9,LOW,1.0
2026-08-12T19:46:53,25,60.8,FULL,1.0
2026-08-12T19:46:53,21,37.7,LOW,1.0
2026-08-12T19:46:53,5,37.0,LOW,1.0
2026-08-12T19:46:53,25,61.4,NEARLY FULL,1.0
2026-08-12T19:46:53,21,37.7,LOW,1.0
2026-08-12T19:46:53,5,37.1,LOW,1.0
2026-08-12T19:46:53,21,37.6,LOW,1.0
2026-08-12T19:46:54,5,37.0,LOW,1.0
2026-08-12T19:46:54,21,37.5,LOW,1.0
2026-08-12T19:46:54,5,37.1,LOW,1.0
2026-08-12T19:46:54,26,61.3,NEARLY FULL,1.0
2026-08-12T19:46:54,21,37.8,LOW,1.0
2026-08-12T19:46:54,5,37.2,LOW,1.0
2026-08-12T19:46:54,21,37.6,LOW,1.0
2026-08-12T19:46:54,5,37.3,LOW,1.0
2026-08-12T19:46:54,21,37.4,LOW,1.0
2026-08-12T19:46:54,5,37.3,LOW,1.0
2026-08-12T19:46:54,21,37.7,LOW,1.0
2026-08-12T19:46:54,5,37.3,LOW,1.0
2026-08-12T19:46:55,5,37.4,LOW,1.0
2026-08-12T19:46:55,5,37.3,LOW,1.0
2026-08-12T19:46:55,5,37.3,LOW,1.0
2026-08-12T19:46:55,27,39.2,LOW,1.0
2026-08-12T19:46:55,5,37.4,LOW,1.0
2026-08-12T19:46:55,5,37.3,LOW,1.0
2026-08-12T19:46:55,28,48.1,MEDIUM,1.0
2026-08-12T19:46:55,5,37.3,LOW,1.0
2026-08-12T19:46:55,28,54.2,MEDIUM,1.0
2026-08-12T19:46:55,5,37.3,LOW,1.0
2026-08-12T19:46:55,28,56.2,MEDIUM,1.0
2026-08-12T19:46:56,5,37.1,LOW,1.0
2026-08-12T19:46:56,28,57.3,MEDIUM,1.0
2026-08-12T19:46:56,5,36.9,LOW,1.0
2026-08-12T19:46:56,28,56.2,MEDIUM,1.0
2026-08-12T19:46:56,5,37.0,LOW,1.0
2026-08-12T19:46:56,28,54.8,MEDIUM,1.0
2026-08-12T19:46:56,5,37.3,LOW,1.0
2026-08-12T19:46:56,28,50.2,MEDIUM,1.0
2026-08-12T19:46:56,29,32.4,LOW,1.0
2026-08-12T19:46:56,5,36.4,LOW,1.0
2026-08-12T19:46:57,5,36.3,LOW,1.0
2026-08-12T19:46:57,5,35.3,LOW,1.0
2026-08-12T19:46:57,5,34.6,LOW,1.0
2026-08-12T19:46:57,5,33.7,LOW,1.0
2026-08-12T19:46:58,5,34.2,LOW,1.0
2026-08-12T19:46:58,5,34.1,LOW,1.0
2026-08-12T19:46:58,5,34.6,LOW,1.0
2026-08-12T19:46:58,5,34.7,LOW,1.0
2026-08-12T19:46:58,5,34.5,LOW,1.0
2026-08-12T19:46:59,5,31.1,LOW,1.0
2026-08-12T19:46:59,5,30.5,LOW,1.0
2026-08-12T19:46:59,30,25.9,LOW,1.0
2026-08-12T19:46:59,5,23.8,LOW,1.0
2026-08-12T19:46:59,31,0.5,EMPTY,1.0
2026-08-12T19:46:59,30,25.1,LOW,1.0
2026-08-12T19:46:59,5,16.9,EMPTY,1.0
2026-08-12T19:46:59,31,2.8,EMPTY,1.0
2026-08-12T19:47:00,30,25.4,LOW,1.0
2026-08-12T19:47:00,31,5.1,EMPTY,1.0
2026-08-12T19:47:00,30,20.0,EMPTY,1.0
2026-08-12T19:47:00,31,3.8,EMPTY,1.0
2026-08-12T19:47:00,32,4.3,EMPTY,1.0
2026-08-12T19:47:00,30,21.1,LOW,1.0
2026-08-12T19:47:00,31,3.1,EMPTY,1.0
2026-08-12T19:47:01,32,2.7,EMPTY,1.0
2026-08-12T19:47:01,30,16.5,EMPTY,1.0
2026-08-12T19:47:01,31,3.0,EMPTY,1.0
2026-08-12T19:47:01,32,1.9,EMPTY,1.0
2026-08-12T19:47:01,30,17.0,EMPTY,1.0
2026-08-12T19:47:01,32,7.0,EMPTY,1.0
2026-08-12T19:47:01,30,17.5,EMPTY,1.0
2026-08-12T19:47:01,32,9.8,EMPTY,1.0
2026-08-12T19:47:01,30,23.2,LOW,1.0
2026-08-12T19:47:02,32,13.8,EMPTY,1.0
2026-08-12T19:47:02,30,24.5,LOW,1.0
2026-08-12T19:47:02,32,18.7,EMPTY,1.0
2026-08-12T19:47:02,30,30.2,LOW,1.0
2026-08-12T19:47:02,32,23.9,LOW,1.0
2026-08-12T19:47:02,30,31.1,LOW,1.0
2026-08-12T19:47:02,32,26.5,LOW,1.0
2026-08-12T19:47:02,30,31.6,LOW,1.0
2026-08-12T19:47:03,32,29.4,LOW,1.0
2026-08-12T19:47:03,30,32.1,LOW,1.0
2026-08-12T19:47:03,32,24.6,LOW,1.0
2026-08-12T19:47:03,33,0.0,EMPTY,1.0
2026-08-12T19:47:03,30,32.0,LOW,1.0
2026-08-12T19:47:03,32,19.6,EMPTY,1.0
2026-08-12T19:47:03,33,0.0,EMPTY,1.0
2026-08-12T19:47:03,30,31.9,LOW,1.0
2026-08-12T19:47:03,32,14.4,EMPTY,1.0
2026-08-12T19:47:03,33,0.0,EMPTY,1.0
2026-08-12T19:47:04,30,31.9,LOW,1.0
2026-08-12T19:47:04,32,7.4,EMPTY,1.0
2026-08-12T19:47:04,33,0.0,EMPTY,1.0
2026-08-12T19:47:04,30,31.9,LOW,1.0
2026-08-12T19:47:04,32,0.6,EMPTY,1.0
2026-08-12T19:47:04,33,0.0,EMPTY,1.0
2026-08-12T19:47:04,30,31.3,LOW,1.0
2026-08-12T19:47:04,32,0.6,EMPTY,1.0
2026-08-12T19:47:04,33,0.1,EMPTY,1.0
2026-08-12T19:47:04,30,31.2,LOW,1.0
2026-08-12T19:47:04,32,0.8,EMPTY,1.0
2026-08-12T19:47:05,33,0.1,EMPTY,1.0
2026-08-12T19:47:05,30,31.1,LOW,1.0
2026-08-12T19:47:05,32,0.9,EMPTY,1.0
2026-08-12T19:47:05,33,0.1,EMPTY,1.0
2026-08-12T19:47:05,30,31.0,LOW,1.0
2026-08-12T19:47:05,32,1.2,EMPTY,1.0
2026-08-12T19:47:05,33,0.1,EMPTY,1.0
2026-08-12T19:47:05,30,31.0,LOW,1.0
2026-08-12T19:47:05,32,1.4,EMPTY,1.0
2026-08-12T19:47:05,33,0.1,EMPTY,1.0
2026-08-12T19:47:06,30,31.0,LOW,1.0
2026-08-12T19:47:06,33,7.2,EMPTY,1.0
2026-08-12T19:47:06,30,30.9,LOW,1.0
2026-08-12T19:47:06,33,14.2,EMPTY,1.0
2026-08-12T19:47:06,30,30.7,LOW,1.0
2026-08-12T19:47:06,33,21.3,LOW,1.0
2026-08-12T19:47:06,30,30.7,LOW,1.0
2026-08-12T19:47:06,33,28.3,LOW,1.0
2026-08-12T19:47:07,30,24.7,LOW,1.0
2026-08-12T19:47:07,33,35.3,LOW,1.0
2026-08-12T19:47:07,30,18.7,EMPTY,1.0
2026-08-12T19:47:07,33,35.3,LOW,1.0
2026-08-12T19:47:07,30,12.7,EMPTY,1.0
2026-08-12T19:47:07,33,35.3,LOW,1.0
2026-08-12T19:47:07,30,6.9,EMPTY,1.0
2026-08-12T19:47:07,33,28.6,LOW,1.0
2026-08-12T19:47:07,34,0.1,EMPTY,1.0
2026-08-12T19:47:08,30,0.9,EMPTY,1.0
2026-08-12T19:47:08,33,21.6,LOW,1.0
2026-08-12T19:47:08,34,0.1,EMPTY,1.0
2026-08-12T19:47:08,30,0.9,EMPTY,1.0
2026-08-12T19:47:08,34,12.2,EMPTY,1.0
2026-08-12T19:47:08,30,0.9,EMPTY,1.0
2026-08-12T19:47:08,34,9.4,EMPTY,1.0
2026-08-12T19:47:08,35,39.8,LOW,1.0
2026-08-12T19:47:08,30,0.9,EMPTY,1.0
2026-08-12T19:47:08,34,7.7,EMPTY,1.0
2026-08-12T19:47:09,35,40.3,FULL,1.0
2026-08-12T19:47:09,30,0.8,EMPTY,1.0
2026-08-12T19:47:09,34,7.8,EMPTY,1.0
2026-08-12T19:47:09,35,36.2,LOW,1.0
2026-08-12T19:47:09,30,0.8,EMPTY,1.0
2026-08-12T19:47:09,35,35.2,LOW,1.0
2026-08-12T19:47:09,30,0.8,EMPTY,1.0
2026-08-12T19:47:09,35,28.7,LOW,1.0
2026-08-12T19:47:09,36,2.1,EMPTY,1.0
2026-08-12T19:47:09,30,6.8,EMPTY,1.0
2026-08-12T19:47:10,35,21.3,LOW,1.0
2026-08-12T19:47:10,36,1.9,EMPTY,1.0
2026-08-12T19:47:10,30,13.0,EMPTY,1.0
2026-08-12T19:47:10,35,13.4,EMPTY,1.0
2026-08-12T19:47:10,36,1.8,EMPTY,1.0
2026-08-12T19:47:10,30,19.3,EMPTY,1.0
2026-08-12T19:47:10,35,7.8,EMPTY,1.0
2026-08-12T19:47:10,36,1.8,EMPTY,1.0
2026-08-12T19:47:10,30,25.5,LOW,1.0
2026-08-12T19:47:10,35,1.4,EMPTY,1.0
2026-08-12T19:47:10,36,1.8,EMPTY,1.0
2026-08-12T19:47:10,30,31.7,LOW,1.0
2026-08-12T19:47:11,35,0.9,EMPTY,1.0
2026-08-12T19:47:11,36,1.6,EMPTY,1.0
2026-08-12T19:47:11,30,31.8,LOW,1.0
2026-08-12T19:47:11,35,0.4,EMPTY,1.0
2026-08-12T19:47:11,36,1.6,EMPTY,1.0
2026-08-12T19:47:11,30,31.8,LOW,1.0
2026-08-12T19:47:11,35,0.4,EMPTY,1.0
2026-08-12T19:47:11,36,1.7,EMPTY,1.0
